variable,frequency,timestep,zfp_level,zfp_size,zfp_ratio,all_zfp_levs
LHFLX,monthly,698,8,,,[8.0]
TS,monthly,596,14,,,[14.0]
PRECT,monthly,708,8,,,[8.0]
LHFLX,monthly,699,8,,,[8.0]
PRECT,monthly,709,10,,,[10.0]
TS,monthly,597,14,,,[14.0]
FLUT,monthly,624,10,,,[10.0]
Z500,monthly,684,16,,,[16.0]
FLUT,monthly,625,10,,,[10.0]
Z500,monthly,685,16,,,[16.0]
PRECT,monthly,710,8,,,[8.0]
TS,monthly,598,14,,,[14.0]
LHFLX,monthly,700,8,,,[8.0]
PRECT,monthly,711,8,,,[8.0]
FLUT,monthly,626,10,,,[10.0]
Z500,monthly,686,16,,,[16.0]
LHFLX,monthly,701,8,,,[8.0]
Z500,monthly,687,16,,,[16.0]
TS,monthly,599,14,,,[14.0]
FLUT,monthly,627,10,,,[10.0]
PRECT,monthly,712,8,,,[8.0]
LHFLX,monthly,702,8,,,[8.0]
Z500,monthly,688,16,,,[16.0]
PRECT,monthly,713,8,,,[8.0]
LHFLX,monthly,703,8,,,[8.0]
FLUT,monthly,628,10,,,[10.0]
TS,monthly,600,14,,,[14.0]
Z500,monthly,689,16,,,[16.0]
FLUT,monthly,629,10,,,[10.0]
PRECT,monthly,714,8,,,[8.0]
LHFLX,monthly,704,8,,,[8.0]
Z500,monthly,690,16,,,[16.0]
TS,monthly,601,14,,,[14.0]
FLUT,monthly,630,10,,,[10.0]
LHFLX,monthly,705,8,,,[8.0]
PRECT,monthly,715,8,,,[8.0]
Z500,monthly,691,16,,,[16.0]
LHFLX,monthly,706,8,,,[8.0]
TS,monthly,602,14,,,[14.0]
FLUT,monthly,631,10,,,[10.0]
PRECT,monthly,716,8,,,[8.0]
Z500,monthly,692,16,,,[16.0]
LHFLX,monthly,707,8,,,[8.0]
PRECT,monthly,717,8,,,[8.0]
Z500,monthly,693,16,,,[16.0]
FLUT,monthly,632,10,,,[10.0]
TS,monthly,603,14,,,[14.0]
LHFLX,monthly,708,8,,,[8.0]
PRECT,monthly,718,8,,,[8.0]
Z500,monthly,694,16,,,[16.0]
TS,monthly,604,14,,,[14.0]
FLUT,monthly,633,10,,,[10.0]
LHFLX,monthly,709,8,,,[8.0]
PRECT,monthly,719,8,,,[8.0]
Z500,monthly,695,16,,,[16.0]
LHFLX,monthly,710,8,,,[8.0]
TS,monthly,605,14,,,[14.0]
FLUT,monthly,634,10,,,[10.0]
PRECT,monthly,720,8,,,[8.0]
Z500,monthly,696,16,,,[16.0]
PRECT,monthly,721,8,,,[8.0]
FLUT,monthly,635,10,,,[10.0]
TS,monthly,606,14,,,[14.0]
LHFLX,monthly,711,8,,,[8.0]
PRECT,monthly,722,8,,,[8.0]
Z500,monthly,697,16,,,[16.0]
FLUT,monthly,636,10,,,[10.0]
PRECT,monthly,723,10,,,[10.0]
LHFLX,monthly,712,8,,,[8.0]
FLUT,monthly,637,10,,,[10.0]
Z500,monthly,698,16,,,[16.0]
TS,monthly,607,14,,,[14.0]
PRECT,monthly,724,8,,,[8.0]
LHFLX,monthly,713,8,,,[8.0]
FLUT,monthly,638,10,,,[10.0]
TS,monthly,608,14,,,[14.0]
PRECT,monthly,725,8,,,[8.0]
Z500,monthly,699,16,,,[16.0]
LHFLX,monthly,714,8,,,[8.0]
FLUT,monthly,639,10,,,[10.0]
TS,monthly,609,14,,,[14.0]
PRECT,monthly,726,8,,,[8.0]
Z500,monthly,700,16,,,[16.0]
LHFLX,monthly,715,8,,,[8.0]
FLUT,monthly,640,10,,,[10.0]
TS,monthly,610,14,,,[14.0]
PRECT,monthly,727,8,,,[8.0]
Z500,monthly,701,16,,,[16.0]
LHFLX,monthly,716,8,,,[8.0]
FLUT,monthly,641,10,,,[10.0]
Z500,monthly,702,16,,,[16.0]
PRECT,monthly,728,8,,,[8.0]
TS,monthly,611,14,,,[14.0]
LHFLX,monthly,717,8,,,[8.0]
FLUT,monthly,642,10,,,[10.0]
Z500,monthly,703,16,,,[16.0]
PRECT,monthly,729,10,,,[10.0]
TS,monthly,612,14,,,[14.0]
LHFLX,monthly,718,8,,,[8.0]
Z500,monthly,704,16,,,[16.0]
TS,monthly,613,14,,,[14.0]
LHFLX,monthly,719,8,,,[8.0]
FLUT,monthly,643,10,,,[10.0]
LHFLX,monthly,720,8,,,[8.0]
TS,monthly,614,14,,,[14.0]
FLUT,monthly,644,10,,,[10.0]
LHFLX,monthly,721,8,,,[8.0]
Z500,monthly,705,16,,,[16.0]
TS,monthly,615,14,,,[14.0]
Z500,monthly,706,16,,,[16.0]
LHFLX,monthly,722,8,,,[8.0]
FLUT,monthly,645,10,,,[10.0]
TS,monthly,616,14,,,[14.0]
Z500,monthly,707,16,,,[16.0]
FLUT,monthly,646,10,,,[10.0]
LHFLX,monthly,723,8,,,[8.0]
Z500,monthly,708,16,,,[16.0]
TS,monthly,617,14,,,[14.0]
FLUT,monthly,647,10,,,[10.0]
Z500,monthly,709,16,,,[16.0]
LHFLX,monthly,724,8,,,[8.0]
TS,monthly,618,14,,,[14.0]
FLUT,monthly,648,10,,,[10.0]
LHFLX,monthly,725,8,,,[8.0]
Z500,monthly,710,16,,,[16.0]
TS,monthly,619,14,,,[14.0]
TS,monthly,620,14,,,[14.0]
Z500,monthly,711,16,,,[16.0]
FLUT,monthly,649,10,,,[10.0]
LHFLX,monthly,726,8,,,[8.0]
TS,monthly,621,14,,,[14.0]
LHFLX,monthly,727,8,,,[8.0]
FLUT,monthly,650,10,,,[10.0]
Z500,monthly,712,16,,,[16.0]
FLUT,monthly,651,10,,,[10.0]
Z500,monthly,713,16,,,[16.0]
FLUT,monthly,652,10,,,[10.0]
LHFLX,monthly,728,8,,,[8.0]
TS,monthly,622,14,,,[14.0]
LHFLX,monthly,729,8,,,[8.0]
Z500,monthly,714,16,,,[16.0]
FLUT,monthly,653,10,,,[10.0]
TS,monthly,623,14,,,[14.0]
FLUT,monthly,654,10,,,[10.0]
Z500,monthly,715,16,,,[16.0]
TS,monthly,624,14,,,[14.0]
FLUT,monthly,655,10,,,[10.0]
Z500,monthly,716,16,,,[16.0]
TS,monthly,625,14,,,[14.0]
FLUT,monthly,656,10,,,[10.0]
TS,monthly,626,14,,,[14.0]
FLUT,monthly,657,10,,,[10.0]
Z500,monthly,717,16,,,[16.0]
TS,monthly,627,14,,,[14.0]
Z500,monthly,718,16,,,[16.0]
FLUT,monthly,658,10,,,[10.0]
TS,monthly,628,14,,,[14.0]
Z500,monthly,719,16,,,[16.0]
FLUT,monthly,659,10,,,[10.0]
TS,monthly,629,14,,,[14.0]
FLUT,monthly,660,10,,,[10.0]
Z500,monthly,720,16,,,[16.0]
TS,monthly,630,14,,,[14.0]
Z500,monthly,721,16,,,[16.0]
FLUT,monthly,661,10,,,[10.0]
TS,monthly,631,14,,,[14.0]
Z500,monthly,722,16,,,[16.0]
Z500,monthly,723,16,,,[16.0]
FLUT,monthly,662,10,,,[10.0]
TS,monthly,632,14,,,[14.0]
Z500,monthly,724,16,,,[16.0]
FLUT,monthly,663,10,,,[10.0]
Z500,monthly,725,16,,,[16.0]
TS,monthly,633,14,,,[14.0]
FLUT,monthly,664,10,,,[10.0]
TS,monthly,634,14,,,[14.0]
Z500,monthly,726,16,,,[16.0]
FLUT,monthly,665,10,,,[10.0]
TS,monthly,635,14,,,[14.0]
FLUT,monthly,666,10,,,[10.0]
Z500,monthly,727,16,,,[16.0]
TS,monthly,636,14,,,[14.0]
Z500,monthly,728,16,,,[16.0]
Z500,monthly,729,16,,,[16.0]
FLUT,monthly,667,10,,,[10.0]
TS,monthly,637,14,,,[14.0]
FLUT,monthly,668,10,,,[10.0]
TS,monthly,638,14,,,[14.0]
FLUT,monthly,669,10,,,[10.0]
TS,monthly,639,14,,,[14.0]
FLUT,monthly,670,10,,,[10.0]
TS,monthly,640,14,,,[14.0]
FLUT,monthly,671,10,,,[10.0]
TS,monthly,641,14,,,[14.0]
FLUT,monthly,672,10,,,[10.0]
TS,monthly,642,14,,,[14.0]
FLUT,monthly,673,10,,,[10.0]
FLUT,monthly,674,10,,,[10.0]
TS,monthly,643,14,,,[14.0]
FLUT,monthly,675,10,,,[10.0]
TS,monthly,644,14,,,[14.0]
FLUT,monthly,676,10,,,[10.0]
TS,monthly,645,14,,,[14.0]
FLUT,monthly,677,10,,,[10.0]
FLUT,monthly,678,10,,,[10.0]
TS,monthly,646,14,,,[14.0]
FLUT,monthly,679,10,,,[10.0]
TS,monthly,647,14,,,[14.0]
FLUT,monthly,680,10,,,[10.0]
TS,monthly,648,14,,,[14.0]
FLUT,monthly,681,10,,,[10.0]
TS,monthly,649,14,,,[14.0]
FLUT,monthly,682,10,,,[10.0]
TS,monthly,650,14,,,[14.0]
FLUT,monthly,683,10,,,[10.0]
TS,monthly,651,14,,,[14.0]
FLUT,monthly,684,10,,,[10.0]
TS,monthly,652,14,,,[14.0]
FLUT,monthly,685,10,,,[10.0]
TS,monthly,653,14,,,[14.0]
FLUT,monthly,686,10,,,[10.0]
TS,monthly,654,14,,,[14.0]
FLUT,monthly,687,10,,,[10.0]
TS,monthly,655,14,,,[14.0]
FLUT,monthly,688,10,,,[10.0]
TS,monthly,656,14,,,[14.0]
FLUT,monthly,689,10,,,[10.0]
TS,monthly,657,14,,,[14.0]
FLUT,monthly,690,10,,,[10.0]
TS,monthly,658,14,,,[14.0]
FLUT,monthly,691,10,,,[10.0]
TS,monthly,659,14,,,[14.0]
FLUT,monthly,692,10,,,[10.0]
TS,monthly,660,14,,,[14.0]
FLUT,monthly,693,10,,,[10.0]
TS,monthly,661,14,,,[14.0]
FLUT,monthly,694,10,,,[10.0]
TS,monthly,662,14,,,[14.0]
FLUT,monthly,695,10,,,[10.0]
TS,monthly,663,14,,,[14.0]
FLUT,monthly,696,10,,,[10.0]
TS,monthly,664,14,,,[14.0]
FLUT,monthly,697,10,,,[10.0]
TS,monthly,665,14,,,[14.0]
FLUT,monthly,698,10,,,[10.0]
FLUT,monthly,699,10,,,[10.0]
TS,monthly,666,14,,,[14.0]
FLUT,monthly,700,10,,,[10.0]
TS,monthly,667,14,,,[14.0]
FLUT,monthly,701,10,,,[10.0]
TS,monthly,668,14,,,[14.0]
FLUT,monthly,702,10,,,[10.0]
TS,monthly,669,14,,,[14.0]
FLUT,monthly,703,10,,,[10.0]
FLUT,monthly,704,10,,,[10.0]
TS,monthly,670,14,,,[14.0]
FLUT,monthly,705,10,,,[10.0]
TS,monthly,671,14,,,[14.0]
FLUT,monthly,706,10,,,[10.0]
TS,monthly,672,14,,,[14.0]
FLUT,monthly,707,10,,,[10.0]
TS,monthly,673,14,,,[14.0]
FLUT,monthly,708,10,,,[10.0]
TS,monthly,674,14,,,[14.0]
FLUT,monthly,709,10,,,[10.0]
TS,monthly,675,14,,,[14.0]
FLUT,monthly,710,10,,,[10.0]
TS,monthly,676,14,,,[14.0]
FLUT,monthly,711,10,,,[10.0]
TS,monthly,677,14,,,[14.0]
FLUT,monthly,712,10,,,[10.0]
TS,monthly,678,14,,,[14.0]
FLUT,monthly,713,10,,,[10.0]
TS,monthly,679,14,,,[14.0]
FLUT,monthly,714,10,,,[10.0]
TS,monthly,680,14,,,[14.0]
FLUT,monthly,715,10,,,[10.0]
TS,monthly,681,14,,,[14.0]
FLUT,monthly,716,10,,,[10.0]
TS,monthly,682,14,,,[14.0]
FLUT,monthly,717,10,,,[10.0]
TS,monthly,683,14,,,[14.0]
FLUT,monthly,718,10,,,[10.0]
TS,monthly,684,14,,,[14.0]
FLUT,monthly,719,10,,,[10.0]
TS,monthly,685,14,,,[14.0]
FLUT,monthly,720,10,,,[10.0]
TS,monthly,686,14,,,[14.0]
FLUT,monthly,721,10,,,[10.0]
TS,monthly,687,14,,,[14.0]
FLUT,monthly,722,10,,,[10.0]
TS,monthly,688,14,,,[14.0]
FLUT,monthly,723,10,,,[10.0]
FLUT,monthly,724,10,,,[10.0]
TS,monthly,689,14,,,[14.0]
FLUT,monthly,725,10,,,[10.0]
FLUT,monthly,726,10,,,[10.0]
TS,monthly,690,14,,,[14.0]
FLUT,monthly,727,10,,,[10.0]
TS,monthly,691,14,,,[14.0]
FLUT,monthly,728,10,,,[10.0]
TS,monthly,692,14,,,[14.0]
FLUT,monthly,729,10,,,[10.0]
TS,monthly,693,14,,,[14.0]
TS,monthly,694,14,,,[14.0]
TS,monthly,695,14,,,[14.0]
TS,monthly,696,14,,,[14.0]
TS,monthly,697,14,,,[14.0]
TS,monthly,698,14,,,[14.0]
TS,monthly,699,14,,,[14.0]
TS,monthly,700,14,,,[14.0]
TS,monthly,701,14,,,[14.0]
TS,monthly,702,14,,,[14.0]
TS,monthly,703,14,,,[14.0]
TS,monthly,704,14,,,[14.0]
TS,monthly,705,14,,,[14.0]
TS,monthly,706,14,,,[14.0]
TS,monthly,707,14,,,[14.0]
TS,monthly,708,14,,,[14.0]
TS,monthly,709,14,,,[14.0]
TS,monthly,710,14,,,[14.0]
TS,monthly,711,14,,,[14.0]
TS,monthly,712,14,,,[14.0]
TS,monthly,713,14,,,[14.0]
TS,monthly,714,14,,,[14.0]
TS,monthly,715,14,,,[14.0]
TS,monthly,716,14,,,[14.0]
TS,monthly,717,14,,,[14.0]
TS,monthly,718,14,,,[14.0]
TS,monthly,719,14,,,[14.0]
TS,monthly,720,14,,,[14.0]
TS,monthly,721,14,,,[14.0]
TS,monthly,722,14,,,[14.0]
TS,monthly,723,14,,,[14.0]
TS,monthly,724,14,,,[14.0]
TS,monthly,725,14,,,[14.0]
TS,monthly,726,14,,,[14.0]
TS,monthly,727,14,,,[14.0]
TS,monthly,728,14,,,[14.0]
TS,monthly,729,14,,,[14.0]
