index,set,time,mean,variance,ns_con_var,w_e_first_differences,prob_positive,num_zero,range,quantile,levels,algs,ratios,variable
2771,orig_FSNTOA,71,244.24191619366067,16161.644198077443,129.85028310039732,0.0,0.8751265914351852,6905.0,447.4978637695313,210.13533782958984,16,zfp,2.47,BURDENDUST
2772,orig_FSNTOA,72,246.1904141888137,15119.023001594043,132.1547199552913,0.0,0.9010416666666666,5472.0,438.43304443359375,217.3681869506836,16,zfp,2.47,BURDENDUST
2773,orig_FSNTOA,73,246.0536201477913,11217.493391170365,132.43847928799067,0.0,0.953125,2592.0,407.5882263183594,219.75127410888672,16,zfp,2.47,BURDENDUST
2774,orig_FSNTOA,74,244.26536888535665,8952.117322883538,123.1718643659316,0.0,1.0,0.0,372.7512574195862,198.56758880615237,16,zfp,2.47,BURDENDUST
2775,orig_FSNTOA,75,239.31287863883352,9535.369760171823,122.45181282493488,0.0,0.9739583333333334,1440.0,398.0632019042969,210.05988311767575,16,zfp,2.47,BURDENDUST
2776,orig_FSNTOA,76,233.93769066280373,11826.161451034432,129.29918129544654,0.0,0.9162688078703703,4630.0,416.3337097167969,214.412841796875,16,zfp,2.47,BURDENDUST
2777,orig_FSNTOA,77,232.28754425381655,13742.868687455904,121.63545976913063,0.0,0.875,6912.0,435.3440551757813,224.0238800048828,16,zfp,2.47,BURDENDUST
2778,orig_FSNTOA,78,233.02880082228415,12591.17927020918,111.51754112445666,0.0,0.8958333333333334,5760.0,425.02740478515625,239.16968536376956,16,zfp,2.47,BURDENDUST
2779,orig_FSNTOA,79,234.63004111160865,9574.94493910618,106.98187351105716,0.0,0.9479166666666666,2880.0,396.1095886230469,214.23664093017575,16,zfp,2.47,BURDENDUST
2780,orig_FSNTOA,80,239.107437123841,7981.958360057375,93.3700849864051,0.0,1.0,0.0,377.0950565338135,201.89354705810547,16,zfp,2.47,BURDENDUST
2781,orig_FSNTOA,81,241.5580023569997,9457.40698641837,97.81601866614376,0.0,0.979293258101852,1145.0,399.7933349609375,210.5788726806641,16,zfp,2.47,BURDENDUST
2782,orig_FSNTOA,82,241.9670322803091,13350.4948398882,119.84797988999496,0.0,0.9167209201388888,4605.0,415.6593933105469,199.74520111083984,16,zfp,2.47,BURDENDUST
2783,orig_FSNTOA,83,244.1453145670263,16053.334115336438,135.5437554566542,0.0,0.8751265914351852,6905.0,446.0691528320313,209.5947723388672,16,zfp,2.47,BURDENDUST
